; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_8nt_mkv6_m2/peak-motifs_oligos_8nt_mkv6_m2_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-200	-180	-190	18	18	9572	0.00188	0.00188	1.00000
-180	-160	-170	28	46	9554	0.00293	0.00481	0.99812
-160	-140	-150	39	85	9526	0.00407	0.00888	0.99519
-140	-120	-130	63	148	9487	0.00658	0.01546	0.99112
-120	-100	-110	87	235	9424	0.00909	0.02455	0.98454
-100	-80	-90	133	368	9337	0.01389	0.03845	0.97545
-80	-60	-70	296	664	9204	0.03092	0.06937	0.96155
-60	-40	-50	768	1432	8908	0.08023	0.14960	0.93063
-40	-20	-30	1479	2911	8140	0.15451	0.30412	0.85040
-20	0	-10	2029	4940	6661	0.21197	0.51609	0.69588
0	20	10	2026	6966	4632	0.21166	0.72775	0.48391
20	40	30	1314	8280	2606	0.13728	0.86502	0.27225
40	60	50	699	8979	1292	0.07303	0.93805	0.13498
60	80	70	268	9247	593	0.02800	0.96605	0.06195
80	100	90	113	9360	325	0.01181	0.97785	0.03395
100	120	110	74	9434	212	0.00773	0.98558	0.02215
120	140	130	54	9488	138	0.00564	0.99122	0.01442
140	160	150	39	9527	84	0.00407	0.99530	0.00878
160	180	170	30	9557	45	0.00313	0.99843	0.00470
180	200	190	15	9572	15	0.00157	1.00000	0.00157
; Statistics:
; -----------
; class interval     	20
; classes            	20
; count              	9572
; sum                	-15219
; mean               	-1.58995
; median class       	[-40..-20[
; var                	2.04e+03
; std                	45.1712
; min                	-193.5
; max                	190.5
; range              	384
; Host name	rsat
; Job started	2014-09-03.191755
; Job done	2014-09-03.191755
; Seconds	0.31
;	user	0.31
;	system	0.01
;	cuser	0
;	csystem	0
