; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_8nt_mkv6_m3/peak-motifs_oligos_8nt_mkv6_m3_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-200	-180	-190	18	18	9884	0.00182	0.00182	1.00000
-180	-160	-170	19	37	9866	0.00192	0.00374	0.99818
-160	-140	-150	26	63	9847	0.00263	0.00637	0.99626
-140	-120	-130	45	108	9821	0.00455	0.01093	0.99363
-120	-100	-110	52	160	9776	0.00526	0.01619	0.98907
-100	-80	-90	109	269	9724	0.01103	0.02722	0.98381
-80	-60	-70	306	575	9615	0.03096	0.05817	0.97278
-60	-40	-50	793	1368	9309	0.08023	0.13841	0.94183
-40	-20	-30	1588	2956	8516	0.16066	0.29907	0.86159
-20	0	-10	2169	5125	6928	0.21945	0.51851	0.70093
0	20	10	2124	7249	4759	0.21489	0.73341	0.48149
20	40	30	1428	8677	2635	0.14448	0.87788	0.26659
40	60	50	713	9390	1207	0.07214	0.95002	0.12212
60	80	70	255	9645	494	0.02580	0.97582	0.04998
80	100	90	78	9723	239	0.00789	0.98371	0.02418
100	120	110	46	9769	161	0.00465	0.98837	0.01629
120	140	130	53	9822	115	0.00536	0.99373	0.01163
140	160	150	31	9853	62	0.00314	0.99686	0.00627
160	180	170	21	9874	31	0.00212	0.99899	0.00314
180	200	190	10	9884	10	0.00101	1.00000	0.00101
; Statistics:
; -----------
; class interval     	20
; classes            	20
; count              	9884
; sum                	-15262
; mean               	-1.54411
; median class       	[-40..-20[
; var                	1.73e+03
; std                	41.5636
; min                	-190.5
; max                	188.5
; range              	379
; Host name	rsat
; Job started	2014-09-03.191830
; Job done	2014-09-03.191830
; Seconds	0.3
;	user	0.31
;	system	0.01
;	cuser	0
;	csystem	0
