; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_7nt_mkv5_m5/peak-motifs_oligos_7nt_mkv5_m5_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-200	-180	-190	11	11	2769	0.00397	0.00397	1.00000
-180	-160	-170	12	23	2758	0.00433	0.00831	0.99603
-160	-140	-150	13	36	2746	0.00469	0.01300	0.99169
-140	-120	-130	30	66	2733	0.01083	0.02384	0.98700
-120	-100	-110	25	91	2703	0.00903	0.03286	0.97616
-100	-80	-90	53	144	2678	0.01914	0.05200	0.96714
-80	-60	-70	110	254	2625	0.03973	0.09173	0.94800
-60	-40	-50	212	466	2515	0.07656	0.16829	0.90827
-40	-20	-30	432	898	2303	0.15601	0.32430	0.83171
-20	0	-10	568	1466	1871	0.20513	0.52943	0.67570
0	20	10	510	1976	1303	0.18418	0.71362	0.47057
20	40	30	371	2347	793	0.13398	0.84760	0.28638
40	60	50	169	2516	422	0.06103	0.90863	0.15240
60	80	70	101	2617	253	0.03648	0.94511	0.09137
80	100	90	49	2666	152	0.01770	0.96280	0.05489
100	120	110	29	2695	103	0.01047	0.97328	0.03720
120	140	130	23	2718	74	0.00831	0.98158	0.02672
140	160	150	28	2746	51	0.01011	0.99169	0.01842
160	180	170	19	2765	23	0.00686	0.99856	0.00831
180	200	190	4	2769	4	0.00144	1.00000	0.00144
; Statistics:
; -----------
; class interval     	20
; classes            	20
; count              	2769
; sum                	-3497.5
; mean               	-1.26309
; median class       	[-40..-20[
; var                	2.69e+03
; std                	51.9078
; min                	-194.5
; max                	193.5
; range              	388
; Host name	rsat
; Job started	2014-09-03.191405
; Job done	2014-09-03.191405
; Seconds	0.27
;	user	0.27
;	system	0
;	cuser	0
;	csystem	0
