; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_8nt_mkv6_m5/peak-motifs_oligos_8nt_mkv6_m5_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-200	-180	-190	8	8	3215	0.00249	0.00249	1.00000
-180	-160	-170	9	17	3207	0.00280	0.00529	0.99751
-160	-140	-150	14	31	3198	0.00435	0.00964	0.99471
-140	-120	-130	25	56	3184	0.00778	0.01742	0.99036
-120	-100	-110	36	92	3159	0.01120	0.02862	0.98258
-100	-80	-90	36	128	3123	0.01120	0.03981	0.97138
-80	-60	-70	116	244	3087	0.03608	0.07589	0.96019
-60	-40	-50	291	535	2971	0.09051	0.16641	0.92411
-40	-20	-30	443	978	2680	0.13779	0.30420	0.83359
-20	0	-10	687	1665	2237	0.21369	0.51788	0.69580
0	20	10	645	2310	1550	0.20062	0.71851	0.48212
20	40	30	418	2728	905	0.13002	0.84852	0.28149
40	60	50	227	2955	487	0.07061	0.91913	0.15148
60	80	70	130	3085	260	0.04044	0.95956	0.08087
80	100	90	43	3128	130	0.01337	0.97294	0.04044
100	120	110	25	3153	87	0.00778	0.98072	0.02706
120	140	130	21	3174	62	0.00653	0.98725	0.01928
140	160	150	19	3193	41	0.00591	0.99316	0.01275
160	180	170	17	3210	22	0.00529	0.99844	0.00684
180	200	190	5	3215	5	0.00156	1.00000	0.00156
; Statistics:
; -----------
; class interval     	20
; classes            	20
; count              	3215
; sum                	-3117.5
; mean               	-0.969673
; median class       	[-40..-20[
; var                	2.29e+03
; std                	47.8259
; min                	-193.5
; max                	189.5
; range              	383
; Host name	rsat
; Job started	2014-09-03.191934
; Job done	2014-09-03.191934
; Seconds	0.26
;	user	0.27
;	system	0.01
;	cuser	0
;	csystem	0
