; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_6nt_mkv4_m1/peak-motifs_oligos_6nt_mkv4_m1_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-200	-180	-190	10	10	9106	0.00110	0.00110	1.00000
-180	-160	-170	21	31	9096	0.00231	0.00340	0.99890
-160	-140	-150	21	52	9075	0.00231	0.00571	0.99660
-140	-120	-130	36	88	9054	0.00395	0.00966	0.99429
-120	-100	-110	54	142	9018	0.00593	0.01559	0.99034
-100	-80	-90	99	241	8964	0.01087	0.02647	0.98441
-80	-60	-70	280	521	8865	0.03075	0.05722	0.97353
-60	-40	-50	705	1226	8585	0.07742	0.13464	0.94278
-40	-20	-30	1422	2648	7880	0.15616	0.29080	0.86536
-20	0	-10	1989	4637	6458	0.21843	0.50922	0.70920
0	20	10	1984	6621	4469	0.21788	0.72710	0.49078
20	40	30	1319	7940	2485	0.14485	0.87195	0.27290
40	60	50	696	8636	1166	0.07643	0.94839	0.12805
60	80	70	248	8884	470	0.02723	0.97562	0.05161
80	100	90	77	8961	222	0.00846	0.98408	0.02438
100	120	110	44	9005	145	0.00483	0.98891	0.01592
120	140	130	39	9044	101	0.00428	0.99319	0.01109
140	160	150	31	9075	62	0.00340	0.99660	0.00681
160	180	170	22	9097	31	0.00242	0.99901	0.00340
180	200	190	9	9106	9	0.00099	1.00000	0.00099
; Statistics:
; -----------
; class interval     	20
; classes            	20
; count              	9106
; sum                	-12018
; mean               	-1.31979
; median class       	[-40..-20[
; var                	1.71e+03
; std                	41.386
; min                	-192
; max                	187
; range              	379
; Host name	rsat
; Job started	2014-09-03.190701
; Job done	2014-09-03.190701
; Seconds	0.29
;	user	0.3
;	system	0.02
;	cuser	0
;	csystem	0
