; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_6nt_mkv4_m3/peak-motifs_oligos_6nt_mkv4_m3_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-200	-180	-190	68	68	7809	0.00871	0.00871	1.00000
-180	-160	-170	141	209	7741	0.01806	0.02676	0.99129
-160	-140	-150	231	440	7600	0.02958	0.05635	0.97324
-140	-120	-130	277	717	7369	0.03547	0.09182	0.94365
-120	-100	-110	395	1112	7092	0.05058	0.14240	0.90818
-100	-80	-90	459	1571	6697	0.05878	0.20118	0.85760
-80	-60	-70	522	2093	6238	0.06685	0.26802	0.79882
-60	-40	-50	536	2629	5716	0.06864	0.33666	0.73198
-40	-20	-30	635	3264	5180	0.08132	0.41798	0.66334
-20	0	-10	616	3880	4545	0.07888	0.49686	0.58202
0	20	10	640	4520	3929	0.08196	0.57882	0.50314
20	40	30	692	5212	3289	0.08862	0.66744	0.42118
40	60	50	560	5772	2597	0.07171	0.73915	0.33256
60	80	70	530	6302	2037	0.06787	0.80702	0.26085
80	100	90	494	6796	1507	0.06326	0.87028	0.19298
100	120	110	368	7164	1013	0.04713	0.91740	0.12972
120	140	130	267	7431	645	0.03419	0.95159	0.08260
140	160	150	198	7629	378	0.02536	0.97695	0.04841
160	180	170	136	7765	180	0.01742	0.99437	0.02305
180	200	190	44	7809	44	0.00563	1.00000	0.00563
; Statistics:
; -----------
; class interval     	20
; classes            	20
; count              	7809
; sum                	-7320.5
; mean               	-0.937444
; median class       	[-20..0[
; var                	7.28e+03
; std                	85.3175
; min                	-195.5
; max                	193.5
; range              	389
; Host name	rsat
; Job started	2014-09-03.190758
; Job done	2014-09-03.190758
; Seconds	0.3
;	user	0.3
;	system	0.01
;	cuser	0
;	csystem	0
