; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_6nt_mkv4_m4/peak-motifs_oligos_6nt_mkv4_m4_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-200	-180	-190	22	22	2033	0.01082	0.01082	1.00000
-180	-160	-170	37	59	2011	0.01820	0.02902	0.98918
-160	-140	-150	72	131	1974	0.03542	0.06444	0.97098
-140	-120	-130	90	221	1902	0.04427	0.10871	0.93556
-120	-100	-110	112	333	1812	0.05509	0.16380	0.89129
-100	-80	-90	140	473	1700	0.06886	0.23266	0.83620
-80	-60	-70	144	617	1560	0.07083	0.30349	0.76734
-60	-40	-50	156	773	1416	0.07673	0.38023	0.69651
-40	-20	-30	121	894	1260	0.05952	0.43974	0.61977
-20	0	-10	129	1023	1139	0.06345	0.50320	0.56026
0	20	10	126	1149	1010	0.06198	0.56517	0.49680
20	40	30	168	1317	884	0.08264	0.64781	0.43483
40	60	50	158	1475	716	0.07772	0.72553	0.35219
60	80	70	156	1631	558	0.07673	0.80226	0.27447
80	100	90	111	1742	402	0.05460	0.85686	0.19774
100	120	110	89	1831	291	0.04378	0.90064	0.14314
120	140	130	79	1910	202	0.03886	0.93950	0.09936
140	160	150	64	1974	123	0.03148	0.97098	0.06050
160	180	170	36	2010	59	0.01771	0.98869	0.02902
180	200	190	23	2033	23	0.01131	1.00000	0.01131
; Statistics:
; -----------
; class interval     	20
; classes            	20
; count              	2033
; sum                	-6628
; mean               	-3.26021
; median class       	[-40..-20[
; var                	8.15e+03
; std                	90.2692
; min                	-194
; max                	193
; range              	387
; Host name	rsat
; Job started	2014-09-03.190823
; Job done	2014-09-03.190823
; Seconds	0.26
;	user	0.26
;	system	0.01
;	cuser	0
;	csystem	0
