; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_7nt_mkv5_m4/peak-motifs_oligos_7nt_mkv5_m4_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-200	-180	-190	4	4	1148	0.00348	0.00348	1.00000
-180	-160	-170	17	21	1144	0.01481	0.01829	0.99652
-160	-140	-150	25	46	1127	0.02178	0.04007	0.98171
-140	-120	-130	43	89	1102	0.03746	0.07753	0.95993
-120	-100	-110	58	147	1059	0.05052	0.12805	0.92247
-100	-80	-90	78	225	1001	0.06794	0.19599	0.87195
-80	-60	-70	77	302	923	0.06707	0.26307	0.80401
-60	-40	-50	92	394	846	0.08014	0.34321	0.73693
-40	-20	-30	99	493	754	0.08624	0.42944	0.65679
-20	0	-10	83	576	655	0.07230	0.50174	0.57056
0	20	10	75	651	572	0.06533	0.56707	0.49826
20	40	30	90	741	497	0.07840	0.64547	0.43293
40	60	50	86	827	407	0.07491	0.72038	0.35453
60	80	70	90	917	321	0.07840	0.79878	0.27962
80	100	90	74	991	231	0.06446	0.86324	0.20122
100	120	110	70	1061	157	0.06098	0.92422	0.13676
120	140	130	33	1094	87	0.02875	0.95296	0.07578
140	160	150	28	1122	54	0.02439	0.97735	0.04704
160	180	170	19	1141	26	0.01655	0.99390	0.02265
180	200	190	7	1148	7	0.00610	1.00000	0.00610
; Statistics:
; -----------
; class interval     	20
; classes            	20
; count              	1148
; sum                	1578
; mean               	1.37456
; median class       	[-40..-20[
; var                	7.07e+03
; std                	84.1062
; min                	-192.5
; max                	191.5
; range              	384
; Host name	rsat
; Job started	2014-09-03.191339
; Job done	2014-09-03.191339
; Seconds	0.25
;	user	0.25
;	system	0.01
;	cuser	0
;	csystem	0
