; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_7nt_mkv5_m3/peak-motifs_oligos_7nt_mkv5_m3_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-200	-180	-190	7	7	3532	0.00198	0.00198	1.00000
-180	-160	-170	14	21	3525	0.00396	0.00595	0.99802
-160	-140	-150	29	50	3511	0.00821	0.01416	0.99405
-140	-120	-130	38	88	3482	0.01076	0.02492	0.98584
-120	-100	-110	46	134	3444	0.01302	0.03794	0.97508
-100	-80	-90	69	203	3398	0.01954	0.05747	0.96206
-80	-60	-70	116	319	3329	0.03284	0.09032	0.94253
-60	-40	-50	315	634	3213	0.08918	0.17950	0.90968
-40	-20	-30	552	1186	2898	0.15629	0.33579	0.82050
-20	0	-10	691	1877	2346	0.19564	0.53143	0.66421
0	20	10	653	2530	1655	0.18488	0.71631	0.46857
20	40	30	456	2986	1002	0.12911	0.84541	0.28369
40	60	50	251	3237	546	0.07106	0.91648	0.15459
60	80	70	123	3360	295	0.03482	0.95130	0.08352
80	100	90	56	3416	172	0.01586	0.96716	0.04870
100	120	110	36	3452	116	0.01019	0.97735	0.03284
120	140	130	31	3483	80	0.00878	0.98613	0.02265
140	160	150	30	3513	49	0.00849	0.99462	0.01387
160	180	170	17	3530	19	0.00481	0.99943	0.00538
180	200	190	2	3532	2	0.00057	1.00000	0.00057
; Statistics:
; -----------
; class interval     	20
; classes            	20
; count              	3532
; sum                	-8951
; mean               	-2.53426
; median class       	[-40..-20[
; var                	2.6e+03
; std                	50.9747
; min                	-193.5
; max                	185.5
; range              	379
; Host name	rsat
; Job started	2014-09-03.191313
; Job done	2014-09-03.191313
; Seconds	0.27
;	user	0.27
;	system	0.01
;	cuser	0
;	csystem	0
