; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_6nt_mkv4_m2/peak-motifs_oligos_6nt_mkv4_m2_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-200	-180	-190	39	39	5725	0.00681	0.00681	1.00000
-180	-160	-170	81	120	5686	0.01415	0.02096	0.99319
-160	-140	-150	111	231	5605	0.01939	0.04035	0.97904
-140	-120	-130	200	431	5494	0.03493	0.07528	0.95965
-120	-100	-110	247	678	5294	0.04314	0.11843	0.92472
-100	-80	-90	319	997	5047	0.05572	0.17415	0.88157
-80	-60	-70	399	1396	4728	0.06969	0.24384	0.82585
-60	-40	-50	464	1860	4329	0.08105	0.32489	0.75616
-40	-20	-30	492	2352	3865	0.08594	0.41083	0.67511
-20	0	-10	502	2854	3373	0.08769	0.49852	0.58917
0	20	10	514	3368	2871	0.08978	0.58830	0.50148
20	40	30	494	3862	2357	0.08629	0.67459	0.41170
40	60	50	482	4344	1863	0.08419	0.75878	0.32541
60	80	70	408	4752	1381	0.07127	0.83004	0.24122
80	100	90	304	5056	973	0.05310	0.88314	0.16996
100	120	110	229	5285	669	0.04000	0.92314	0.11686
120	140	130	203	5488	440	0.03546	0.95860	0.07686
140	160	150	122	5610	237	0.02131	0.97991	0.04140
160	180	170	79	5689	115	0.01380	0.99371	0.02009
180	200	190	36	5725	36	0.00629	1.00000	0.00629
; Statistics:
; -----------
; class interval     	20
; classes            	20
; count              	5725
; sum                	-368.5
; mean               	-0.0643668
; median class       	[-20..0[
; var                	6.52e+03
; std                	80.7496
; min                	-195.5
; max                	194.5
; range              	390
; Host name	rsat
; Job started	2014-09-03.190733
; Job done	2014-09-03.190733
; Seconds	0.28
;	user	0.28
;	system	0.01
;	cuser	0
;	csystem	0
