; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_8nt_mkv6_m4/peak-motifs_oligos_8nt_mkv6_m4_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-200	-180	-190	7	7	4269	0.00164	0.00164	1.00000
-180	-160	-170	15	22	4262	0.00351	0.00515	0.99836
-160	-140	-150	34	56	4247	0.00796	0.01312	0.99485
-140	-120	-130	44	100	4213	0.01031	0.02342	0.98688
-120	-100	-110	51	151	4169	0.01195	0.03537	0.97658
-100	-80	-90	74	225	4118	0.01733	0.05271	0.96463
-80	-60	-70	142	367	4044	0.03326	0.08597	0.94729
-60	-40	-50	384	751	3902	0.08995	0.17592	0.91403
-40	-20	-30	667	1418	3518	0.15624	0.33216	0.82408
-20	0	-10	837	2255	2851	0.19606	0.52823	0.66784
0	20	10	779	3034	2014	0.18248	0.71071	0.47177
20	40	30	558	3592	1235	0.13071	0.84141	0.28929
40	60	50	314	3906	677	0.07355	0.91497	0.15859
60	80	70	150	4056	363	0.03514	0.95011	0.08503
80	100	90	79	4135	213	0.01851	0.96861	0.04989
100	120	110	47	4182	134	0.01101	0.97962	0.03139
120	140	130	31	4213	87	0.00726	0.98688	0.02038
140	160	150	35	4248	56	0.00820	0.99508	0.01312
160	180	170	17	4265	21	0.00398	0.99906	0.00492
180	200	190	4	4269	4	0.00094	1.00000	0.00094
; Statistics:
; -----------
; class interval     	20
; classes            	20
; count              	4269
; sum                	-10007
; mean               	-2.34411
; median class       	[-40..-20[
; var                	2.53e+03
; std                	50.2899
; min                	-194
; max                	190
; range              	384
; Host name	rsat
; Job started	2014-09-03.191904
; Job done	2014-09-03.191904
; Seconds	0.28
;	user	0.28
;	system	0.01
;	cuser	0
;	csystem	0
