; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.182940_2014-09-03.182940_LkVj4M/results/discovered_motifs/oligos_7nt_mkv5_m1/peak-motifs_oligos_7nt_mkv5_m1_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-200	-180	-190	6	6	8016	0.00075	0.00075	1.00000
-180	-160	-170	27	33	8010	0.00337	0.00412	0.99925
-160	-140	-150	16	49	7983	0.00200	0.00611	0.99588
-140	-120	-130	26	75	7967	0.00324	0.00936	0.99389
-120	-100	-110	45	120	7941	0.00561	0.01497	0.99064
-100	-80	-90	77	197	7896	0.00961	0.02458	0.98503
-80	-60	-70	214	411	7819	0.02670	0.05127	0.97542
-60	-40	-50	625	1036	7605	0.07797	0.12924	0.94873
-40	-20	-30	1262	2298	6980	0.15744	0.28668	0.87076
-20	0	-10	1848	4146	5718	0.23054	0.51722	0.71332
0	20	10	1771	5917	3870	0.22093	0.73815	0.48278
20	40	30	1151	7068	2099	0.14359	0.88174	0.26185
40	60	50	585	7653	948	0.07298	0.95472	0.11826
60	80	70	191	7844	363	0.02383	0.97854	0.04528
80	100	90	68	7912	172	0.00848	0.98703	0.02146
100	120	110	35	7947	104	0.00437	0.99139	0.01297
120	140	130	30	7977	69	0.00374	0.99513	0.00861
140	160	150	20	7997	39	0.00250	0.99763	0.00487
160	180	170	16	8013	19	0.00200	0.99963	0.00237
180	200	190	3	8016	3	0.00037	1.00000	0.00037
; Statistics:
; -----------
; class interval     	20
; classes            	20
; count              	8016
; sum                	-11501
; mean               	-1.43476
; median class       	[-40..-20[
; var                	1.58e+03
; std                	39.7936
; min                	-192.5
; max                	185.5
; range              	378
; Host name	rsat
; Job started	2014-09-03.191217
; Job done	2014-09-03.191217
; Seconds	0.3
;	user	0.3
;	system	0
;	cuser	0
;	csystem	0
